document1,document2,cosine,year1,year2,company1,company2
C - 2015,WFC - 2015,0.91488987759006,2015,2015,C,WFC
C - 2016,WFC - 2015,0.90079752414177,2016,2015,C,WFC
C - 2017,WFC - 2015,0.86949950287454,2017,2015,C,WFC
C - 2018,WFC - 2015,0.8136806026374,2018,2015,C,WFC
C - 2019,WFC - 2015,0.80782732782386,2019,2015,C,WFC
C - 2020,WFC - 2015,0.80016620908031,2020,2015,C,WFC
C - 2021,WFC - 2015,0.81678645061374,2021,2015,C,WFC
COF - 2015,WFC - 2015,0.87773312240178,2015,2015,COF,WFC
COF - 2016,WFC - 2015,0.86517688806203,2016,2015,COF,WFC
COF - 2017,WFC - 2015,0.85274632344023,2017,2015,COF,WFC
COF - 2018,WFC - 2015,0.80714273746587,2018,2015,COF,WFC
COF - 2019,WFC - 2015,0.79358716940589,2019,2015,COF,WFC
COF - 2020,WFC - 2015,0.78598647571438,2020,2015,COF,WFC
COF - 2021,WFC - 2015,0.79797013692086,2021,2015,COF,WFC
DFS - 2015,WFC - 2015,0.9153758504941,2015,2015,DFS,WFC
DFS - 2016,WFC - 2015,0.90546388257593,2016,2015,DFS,WFC
DFS - 2017,WFC - 2015,0.88135271788443,2017,2015,DFS,WFC
DFS - 2018,WFC - 2015,0.83444169209159,2018,2015,DFS,WFC
DFS - 2019,WFC - 2015,0.80449072251581,2019,2015,DFS,WFC
DFS - 2020,WFC - 2015,0.81861307941653,2020,2015,DFS,WFC
DFS - 2021,WFC - 2015,0.8220175318392,2021,2015,DFS,WFC
ECPG - 2015,WFC - 2015,0.85085233748817,2015,2015,ECPG,WFC
ECPG - 2016,WFC - 2015,0.84391627107207,2016,2015,ECPG,WFC
ECPG - 2017,WFC - 2015,0.85321964043708,2017,2015,ECPG,WFC
ECPG - 2018,WFC - 2015,0.86258885050512,2018,2015,ECPG,WFC
ECPG - 2019,WFC - 2015,0.83656811091236,2019,2015,ECPG,WFC
ECPG - 2020,WFC - 2015,0.81940019777287,2020,2015,ECPG,WFC
ECPG - 2021,WFC - 2015,0.79251363167625,2021,2015,ECPG,WFC
EFX - 2015,WFC - 2015,0.72008973468006,2015,2015,EFX,WFC
EFX - 2016,WFC - 2015,0.81193798592144,2016,2015,EFX,WFC
EFX - 2017,WFC - 2015,0.84856761211436,2017,2015,EFX,WFC
EFX - 2018,WFC - 2015,0.83737868430003,2018,2015,EFX,WFC
EFX - 2019,WFC - 2015,0.83366141218107,2019,2015,EFX,WFC
EFX - 2020,WFC - 2015,0.83164032095101,2020,2015,EFX,WFC
EFX - 2021,WFC - 2015,0.79094661561088,2021,2015,EFX,WFC
EXPGY - 2015,WFC - 2015,0.53263823192914,2015,2015,EXPGY,WFC
EXPGY - 2016,WFC - 2015,0.8172123235213,2016,2015,EXPGY,WFC
EXPGY - 2017,WFC - 2015,0.8530953470121,2017,2015,EXPGY,WFC
EXPGY - 2018,WFC - 2015,0.83993879156243,2018,2015,EXPGY,WFC
EXPGY - 2019,WFC - 2015,0.8395924787166,2019,2015,EXPGY,WFC
EXPGY - 2020,WFC - 2015,0.8329636643808,2020,2015,EXPGY,WFC
EXPGY - 2021,WFC - 2015,0.83601005952937,2021,2015,EXPGY,WFC
JPM - 2015,WFC - 2015,0.91012171693907,2015,2015,JPM,WFC
JPM - 2016,WFC - 2015,0.91407601533523,2016,2015,JPM,WFC
JPM - 2017,WFC - 2015,0.85131096418266,2017,2015,JPM,WFC
JPM - 2018,WFC - 2015,0.80688719330763,2018,2015,JPM,WFC
JPM - 2019,WFC - 2015,0.79430491287281,2019,2015,JPM,WFC
JPM - 2020,WFC - 2015,0.7851536591276,2020,2015,JPM,WFC
JPM - 2021,WFC - 2015,0.8146929406723,2021,2015,JPM,WFC
"NAVI - 2015",WFC - 2015,0.92368002960648,2015,2015,"NAVI",WFC
"NAVI - 2016",WFC - 2015,0.91582043797448,2016,2015,"NAVI",WFC
"NAVI - 2017",WFC - 2015,0.89126306173597,2017,2015,"NAVI",WFC
"NAVI - 2018",WFC - 2015,0.86436196964509,2018,2015,"NAVI",WFC
"NAVI - 2019",WFC - 2015,0.86813582568167,2019,2015,"NAVI",WFC
"NAVI - 2020",WFC - 2015,0.86963761063468,2020,2015,"NAVI",WFC
"NAVI - 2021",WFC - 2015,0.88049648286453,2021,2015,"NAVI",WFC
NSM - 2015,WFC - 2015,0.8628401975088,2015,2015,NSM,WFC
NSM - 2016,WFC - 2015,0.84133987772389,2016,2015,NSM,WFC
NSM - 2017,WFC - 2015,0.86030045235378,2017,2015,NSM,WFC
NSM - 2018,WFC - 2015,0.84907877950042,2018,2015,NSM,WFC
NSM - 2019,WFC - 2015,0.81853868805452,2019,2015,NSM,WFC
NSM - 2020,WFC - 2015,0.86170951445836,2020,2015,NSM,WFC
NSM - 2021,WFC - 2015,0.83916755752002,2021,2015,NSM,WFC
OCN - 2015,WFC - 2015,0.86812453467406,2015,2015,OCN,WFC
OCN - 2016,WFC - 2015,0.84905132539177,2016,2015,OCN,WFC
OCN - 2017,WFC - 2015,0.86699453266839,2017,2015,OCN,WFC
OCN - 2018,WFC - 2015,0.8596603344253,2018,2015,OCN,WFC
OCN - 2019,WFC - 2015,0.84441617787034,2019,2015,OCN,WFC
OCN - 2020,WFC - 2015,0.79078873734154,2020,2015,OCN,WFC
OCN - 2021,WFC - 2015,0.82714678363661,2021,2015,OCN,WFC
PNC - 2015,WFC - 2015,0.85684425617352,2015,2015,PNC,WFC
PNC - 2016,WFC - 2015,0.86890085644953,2016,2015,PNC,WFC
PNC - 2017,WFC - 2015,0.84730957612653,2017,2015,PNC,WFC
PNC - 2018,WFC - 2015,0.79262832774218,2018,2015,PNC,WFC
PNC - 2019,WFC - 2015,0.76733595817261,2019,2015,PNC,WFC
PNC - 2020,WFC - 2015,0.76899440826321,2020,2015,PNC,WFC
PNC - 2021,WFC - 2015,0.81817670325234,2021,2015,PNC,WFC
PRAA - 2015,WFC - 2015,0.82790782661388,2015,2015,PRAA,WFC
PRAA - 2016,WFC - 2015,0.82563027462989,2016,2015,PRAA,WFC
PRAA - 2017,WFC - 2015,0.82042240384061,2017,2015,PRAA,WFC
PRAA - 2018,WFC - 2015,0.80353407823943,2018,2015,PRAA,WFC
PRAA - 2019,WFC - 2015,0.79242728122887,2019,2015,PRAA,WFC
PRAA - 2020,WFC - 2015,0.79434851522862,2020,2015,PRAA,WFC
PRAA - 2021,WFC - 2015,0.78156358722118,2021,2015,PRAA,WFC
PYPL - 2015,WFC - 2015,0.83207794707068,2015,2015,PYPL,WFC
PYPL - 2016,WFC - 2015,0.82139206422481,2016,2015,PYPL,WFC
PYPL - 2017,WFC - 2015,0.8145883815242,2017,2015,PYPL,WFC
PYPL - 2018,WFC - 2015,0.79262503510901,2018,2015,PYPL,WFC
PYPL - 2019,WFC - 2015,0.77289369361838,2019,2015,PYPL,WFC
PYPL - 2020,WFC - 2015,0.76361304209539,2020,2015,PYPL,WFC
PYPL - 2021,WFC - 2015,0.76699962606605,2021,2015,PYPL,WFC
SC - 2015,WFC - 2015,0.84390296499574,2015,2015,SC,WFC
SC - 2016,WFC - 2015,0.84468568306159,2016,2015,SC,WFC
SC - 2017,WFC - 2015,0.89482522596487,2017,2015,SC,WFC
SC - 2018,WFC - 2015,0.86344445785316,2018,2015,SC,WFC
SC - 2019,WFC - 2015,0.85923433880476,2019,2015,SC,WFC
SC - 2020,WFC - 2015,0.85701119729195,2020,2015,SC,WFC
SC - 2021,WFC - 2015,0.84041714392258,2021,2015,SC,WFC
SYF - 2015,WFC - 2015,0.88797466286884,2015,2015,SYF,WFC
SYF - 2016,WFC - 2015,0.88172402726422,2016,2015,SYF,WFC
SYF - 2017,WFC - 2015,0.87588410180883,2017,2015,SYF,WFC
SYF - 2018,WFC - 2015,0.85162620723568,2018,2015,SYF,WFC
SYF - 2019,WFC - 2015,0.82059187813118,2019,2015,SYF,WFC
SYF - 2020,WFC - 2015,0.82277699527491,2020,2015,SYF,WFC
SYF - 2021,WFC - 2015,0.82655325671658,2021,2015,SYF,WFC
TD - 2015,WFC - 2015,0.86217954954927,2015,2015,TD,WFC
TD - 2016,WFC - 2015,0.84899639665622,2016,2015,TD,WFC
TD - 2017,WFC - 2015,0.86867644587985,2017,2015,TD,WFC
TD - 2018,WFC - 2015,0.8306645950282,2018,2015,TD,WFC
TD - 2019,WFC - 2015,0.80760574254504,2019,2015,TD,WFC
TD - 2020,WFC - 2015,0.81367705088818,2020,2015,TD,WFC
TD - 2021,WFC - 2015,0.81596615614958,2021,2015,TD,WFC
TRU - 2015,WFC - 2015,0.72462891370381,2015,2015,TRU,WFC
TRU - 2016,WFC - 2015,0.84197426074562,2016,2015,TRU,WFC
TRU - 2017,WFC - 2015,0.85199329053606,2017,2015,TRU,WFC
TRU - 2018,WFC - 2015,0.83804417494107,2018,2015,TRU,WFC
TRU - 2019,WFC - 2015,0.8373950210666,2019,2015,TRU,WFC
TRU - 2020,WFC - 2015,0.83287669314581,2020,2015,TRU,WFC
TRU - 2021,WFC - 2015,0.82552839887775,2021,2015,TRU,WFC
TSI - 2015,WFC - 2015,0.91226518467194,2015,2015,TSI,WFC
TSI - 2016,WFC - 2015,0.90016167950834,2016,2015,TSI,WFC
TSI - 2017,WFC - 2015,0.89955851295977,2017,2015,TSI,WFC
TSI - 2018,WFC - 2015,0.88149262303879,2018,2015,TSI,WFC
TSI - 2019,WFC - 2015,0.88745422759377,2019,2015,TSI,WFC
TSI - 2020,WFC - 2015,0.86465372166181,2020,2015,TSI,WFC
TSI - 2021,WFC - 2015,0.86117177783328,2021,2015,TSI,WFC
USB - 2015,WFC - 2015,0.84875974775696,2015,2015,USB,WFC
USB - 2016,WFC - 2015,0.85113741427489,2016,2015,USB,WFC
USB - 2017,WFC - 2015,0.85903482509964,2017,2015,USB,WFC
USB - 2018,WFC - 2015,0.83566433807960006,2018,2015,USB,WFC
USB - 2019,WFC - 2015,0.80947287695072,2019,2015,USB,WFC
USB - 2020,WFC - 2015,0.79159390959585,2020,2015,USB,WFC
USB - 2021,WFC - 2015,0.82494252772006,2021,2015,USB,WFC
ADS - 2016,WFC - 2016,0.64267296324839,2016,2016,ADS,WFC
ADS - 2017,WFC - 2016,0.87215417090339,2017,2016,ADS,WFC
ADS - 2018,WFC - 2016,0.85210235696663,2018,2016,ADS,WFC
ADS - 2019,WFC - 2016,0.84021940221986,2019,2016,ADS,WFC
ADS - 2020,WFC - 2016,0.81797752403266,2020,2016,ADS,WFC
ADS - 2021,WFC - 2016,0.80997219172057,2021,2016,ADS,WFC
AES - 2015,WFC - 2016,0.90358232867189,2015,2016,AES,WFC
AES - 2016,WFC - 2016,0.90126119993852,2016,2016,AES,WFC
AES - 2017,WFC - 2016,0.88734514524,2017,2016,AES,WFC
AES - 2018,WFC - 2016,0.85604085490482,2018,2016,AES,WFC
AES - 2019,WFC - 2016,0.8423201166023,2019,2016,AES,WFC
AES - 2020,WFC - 2016,0.8219657065977,2020,2016,AES,WFC
AES - 2021,WFC - 2016,0.83542881091019,2021,2016,AES,WFC
ALLY - 2015,WFC - 2016,0.72415991297578,2015,2016,ALLY,WFC
ALLY - 2016,WFC - 2016,0.79091982830505,2016,2016,ALLY,WFC
ALLY - 2017,WFC - 2016,0.8652800337718,2017,2016,ALLY,WFC
ALLY - 2018,WFC - 2016,0.82513619005762,2018,2016,ALLY,WFC
ALLY - 2019,WFC - 2016,0.82102309224378,2019,2016,ALLY,WFC
ALLY - 2020,WFC - 2016,0.81508604109448,2020,2016,ALLY,WFC
ALLY - 2021,WFC - 2016,0.82877812131879,2021,2016,ALLY,WFC
AXP - 2015,WFC - 2016,0.87179828937032,2015,2016,AXP,WFC
AXP - 2016,WFC - 2016,0.75546781913734,2016,2016,AXP,WFC
AXP - 2017,WFC - 2016,0.833186986169,2017,2016,AXP,WFC
AXP - 2018,WFC - 2016,0.77780443928641,2018,2016,AXP,WFC
AXP - 2019,WFC - 2016,0.77163471568635,2019,2016,AXP,WFC
AXP - 2020,WFC - 2016,0.79616085783619,2020,2016,AXP,WFC
AXP - 2021,WFC - 2016,0.79653010997519,2021,2016,AXP,WFC
BAC - 2015,WFC - 2016,0.879431570898,2015,2016,BAC,WFC
BAC - 2016,WFC - 2016,0.87537363477701,2016,2016,BAC,WFC
BAC - 2017,WFC - 2016,0.84780851500037,2017,2016,BAC,WFC
BAC - 2018,WFC - 2016,0.78669362755761,2018,2016,BAC,WFC
BAC - 2019,WFC - 2016,0.78806922474005,2019,2016,BAC,WFC
BAC - 2020,WFC - 2016,0.78489174210855,2020,2016,BAC,WFC
BAC - 2021,WFC - 2016,0.80168344255935,2021,2016,BAC,WFC
C - 2015,WFC - 2016,0.90997469983158,2015,2016,C,WFC
C - 2016,WFC - 2016,0.89881125582319,2016,2016,C,WFC
C - 2017,WFC - 2016,0.86242169817922,2017,2016,C,WFC
C - 2018,WFC - 2016,0.80072998753015,2018,2016,C,WFC
C - 2019,WFC - 2016,0.7948056296789,2019,2016,C,WFC
C - 2020,WFC - 2016,0.78789176456403,2020,2016,C,WFC
C - 2021,WFC - 2016,0.80620187337277,2021,2016,C,WFC
COF - 2015,WFC - 2016,0.8788067789125,2015,2016,COF,WFC
COF - 2016,WFC - 2016,0.86760850837849,2016,2016,COF,WFC
COF - 2017,WFC - 2016,0.8473664697582,2017,2016,COF,WFC
COF - 2018,WFC - 2016,0.79597317235942,2018,2016,COF,WFC
COF - 2019,WFC - 2016,0.78309126771079,2019,2016,COF,WFC
COF - 2020,WFC - 2016,0.77593290310164,2020,2016,COF,WFC
COF - 2021,WFC - 2016,0.79067667923339,2021,2016,COF,WFC
DFS - 2015,WFC - 2016,0.91064290687818,2015,2016,DFS,WFC
DFS - 2016,WFC - 2016,0.9002212886287,2016,2016,DFS,WFC
DFS - 2017,WFC - 2016,0.87375284736739,2017,2016,DFS,WFC
DFS - 2018,WFC - 2016,0.82225054272029,2018,2016,DFS,WFC
DFS - 2019,WFC - 2016,0.7921192032814,2019,2016,DFS,WFC
DFS - 2020,WFC - 2016,0.80807880376717,2020,2016,DFS,WFC
DFS - 2021,WFC - 2016,0.81331810143227,2021,2016,DFS,WFC
ECPG - 2015,WFC - 2016,0.85120274259696,2015,2016,ECPG,WFC
ECPG - 2016,WFC - 2016,0.84640113758696,2016,2016,ECPG,WFC
ECPG - 2017,WFC - 2016,0.85199215926002,2017,2016,ECPG,WFC
ECPG - 2018,WFC - 2016,0.85855798342024,2018,2016,ECPG,WFC
ECPG - 2019,WFC - 2016,0.83169748962561,2019,2016,ECPG,WFC
ECPG - 2020,WFC - 2016,0.81530104516017,2020,2016,ECPG,WFC
ECPG - 2021,WFC - 2016,0.79168691216735,2021,2016,ECPG,WFC
EFX - 2015,WFC - 2016,0.70993544377756,2015,2016,EFX,WFC
EFX - 2016,WFC - 2016,0.81290409459325,2016,2016,EFX,WFC
EFX - 2017,WFC - 2016,0.83894643537494,2017,2016,EFX,WFC
EFX - 2018,WFC - 2016,0.82491169716821,2018,2016,EFX,WFC
EFX - 2019,WFC - 2016,0.82375478336662,2019,2016,EFX,WFC
EFX - 2020,WFC - 2016,0.82189838381197,2020,2016,EFX,WFC
EFX - 2021,WFC - 2016,0.77988925582482,2021,2016,EFX,WFC
EXPGY - 2015,WFC - 2016,0.51907723041063,2015,2016,EXPGY,WFC
EXPGY - 2016,WFC - 2016,0.81264471575096,2016,2016,EXPGY,WFC
EXPGY - 2017,WFC - 2016,0.84397220938378,2017,2016,EXPGY,WFC
EXPGY - 2018,WFC - 2016,0.82800097088093,2018,2016,EXPGY,WFC
EXPGY - 2019,WFC - 2016,0.82992773497733,2019,2016,EXPGY,WFC
EXPGY - 2020,WFC - 2016,0.82346386976627,2020,2016,EXPGY,WFC
EXPGY - 2021,WFC - 2016,0.82531680231034,2021,2016,EXPGY,WFC
JPM - 2015,WFC - 2016,0.90737293273356,2015,2016,JPM,WFC
JPM - 2016,WFC - 2016,0.91077150325539,2016,2016,JPM,WFC
JPM - 2017,WFC - 2016,0.84407299542164,2017,2016,JPM,WFC
JPM - 2018,WFC - 2016,0.79545733328589,2018,2016,JPM,WFC
JPM - 2019,WFC - 2016,0.78282535939051,2019,2016,JPM,WFC
JPM - 2020,WFC - 2016,0.77371592123427,2020,2016,JPM,WFC
JPM - 2021,WFC - 2016,0.8044306521443,2021,2016,JPM,WFC
"NAVI - 2015",WFC - 2016,0.91589667427298,2015,2016,"NAVI",WFC
"NAVI - 2016",WFC - 2016,0.90849163419253,2016,2016,"NAVI",WFC
"NAVI - 2017",WFC - 2016,0.88107927342912,2017,2016,"NAVI",WFC
"NAVI - 2018",WFC - 2016,0.84900002597461,2018,2016,"NAVI",WFC
"NAVI - 2019",WFC - 2016,0.85458731308211,2019,2016,"NAVI",WFC
"NAVI - 2020",WFC - 2016,0.85633875603376,2020,2016,"NAVI",WFC
"NAVI - 2021",WFC - 2016,0.86954541222689,2021,2016,"NAVI",WFC
NSM - 2015,WFC - 2016,0.85752034292182,2015,2016,NSM,WFC
NSM - 2016,WFC - 2016,0.84093268136291,2016,2016,NSM,WFC
NSM - 2017,WFC - 2016,0.85286495255474,2017,2016,NSM,WFC
NSM - 2018,WFC - 2016,0.83309079411978,2018,2016,NSM,WFC
NSM - 2019,WFC - 2016,0.79917324645862,2019,2016,NSM,WFC
NSM - 2020,WFC - 2016,0.84584057680665,2020,2016,NSM,WFC
NSM - 2021,WFC - 2016,0.82355092964914,2021,2016,NSM,WFC
OCN - 2015,WFC - 2016,0.85983767795999,2015,2016,OCN,WFC
OCN - 2016,WFC - 2016,0.84690299798286,2016,2016,OCN,WFC
OCN - 2017,WFC - 2016,0.85421387689403006,2017,2016,OCN,WFC
OCN - 2018,WFC - 2016,0.84426857511779,2018,2016,OCN,WFC
OCN - 2019,WFC - 2016,0.82771679827169,2019,2016,OCN,WFC
OCN - 2020,WFC - 2016,0.77455234784617,2020,2016,OCN,WFC
OCN - 2021,WFC - 2016,0.81378626446874,2021,2016,OCN,WFC
PNC - 2015,WFC - 2016,0.8513754257544,2015,2016,PNC,WFC
PNC - 2016,WFC - 2016,0.86480796756985,2016,2016,PNC,WFC
PNC - 2017,WFC - 2016,0.84245306151827,2017,2016,PNC,WFC
PNC - 2018,WFC - 2016,0.78345773032618,2018,2016,PNC,WFC
PNC - 2019,WFC - 2016,0.75683788876434,2019,2016,PNC,WFC
PNC - 2020,WFC - 2016,0.76337617216264,2020,2016,PNC,WFC
PNC - 2021,WFC - 2016,0.80830065295177,2021,2016,PNC,WFC
PRAA - 2015,WFC - 2016,0.82610785120458,2015,2016,PRAA,WFC
PRAA - 2016,WFC - 2016,0.82845913501691,2016,2016,PRAA,WFC
PRAA - 2017,WFC - 2016,0.82070697173516,2017,2016,PRAA,WFC
PRAA - 2018,WFC - 2016,0.79849465641589,2018,2016,PRAA,WFC
PRAA - 2019,WFC - 2016,0.78787626178969,2019,2016,PRAA,WFC
PRAA - 2020,WFC - 2016,0.79387831357508,2020,2016,PRAA,WFC
PRAA - 2021,WFC - 2016,0.78144754040502,2021,2016,PRAA,WFC
PYPL - 2015,WFC - 2016,0.83449232086806,2015,2016,PYPL,WFC
PYPL - 2016,WFC - 2016,0.82292005036352,2016,2016,PYPL,WFC
PYPL - 2017,WFC - 2016,0.81190965469447,2017,2016,PYPL,WFC
PYPL - 2018,WFC - 2016,0.78385295271921,2018,2016,PYPL,WFC
PYPL - 2019,WFC - 2016,0.76627682713323,2019,2016,PYPL,WFC
PYPL - 2020,WFC - 2016,0.75650269812086,2020,2016,PYPL,WFC
PYPL - 2021,WFC - 2016,0.76156475388366,2021,2016,PYPL,WFC
SC - 2015,WFC - 2016,0.84428543023767,2015,2016,SC,WFC
SC - 2016,WFC - 2016,0.83836138375553,2016,2016,SC,WFC
SC - 2017,WFC - 2016,0.88465316746045,2017,2016,SC,WFC
SC - 2018,WFC - 2016,0.8488254953571,2018,2016,SC,WFC
SC - 2019,WFC - 2016,0.84569061854397,2019,2016,SC,WFC
SC - 2020,WFC - 2016,0.84338339258307,2020,2016,SC,WFC
SC - 2021,WFC - 2016,0.82946435812933,2021,2016,SC,WFC
SYF - 2015,WFC - 2016,0.88171582116155,2015,2016,SYF,WFC
SYF - 2016,WFC - 2016,0.88195647193542,2016,2016,SYF,WFC
SYF - 2017,WFC - 2016,0.86819614602748,2017,2016,SYF,WFC
SYF - 2018,WFC - 2016,0.84002775925257,2018,2016,SYF,WFC
SYF - 2019,WFC - 2016,0.80806101082215,2019,2016,SYF,WFC
SYF - 2020,WFC - 2016,0.81165403858475,2020,2016,SYF,WFC
SYF - 2021,WFC - 2016,0.81663062967811,2021,2016,SYF,WFC
TD - 2015,WFC - 2016,0.85541623502924,2015,2016,TD,WFC
TD - 2016,WFC - 2016,0.83996526960193,2016,2016,TD,WFC
TD - 2017,WFC - 2016,0.86200821437809,2017,2016,TD,WFC
TD - 2018,WFC - 2016,0.81771412189609,2018,2016,TD,WFC
TD - 2019,WFC - 2016,0.79572654332748,2019,2016,TD,WFC
TD - 2020,WFC - 2016,0.80000068106633,2020,2016,TD,WFC
TD - 2021,WFC - 2016,0.80548302396674,2021,2016,TD,WFC
TRU - 2015,WFC - 2016,0.7170104563618,2015,2016,TRU,WFC
TRU - 2016,WFC - 2016,0.83945078787722,2016,2016,TRU,WFC
TRU - 2017,WFC - 2016,0.84246770421124,2017,2016,TRU,WFC
TRU - 2018,WFC - 2016,0.82518818426294,2018,2016,TRU,WFC
TRU - 2019,WFC - 2016,0.82776257921252006,2019,2016,TRU,WFC
TRU - 2020,WFC - 2016,0.82329054656254,2020,2016,TRU,WFC
TRU - 2021,WFC - 2016,0.81452578165984,2021,2016,TRU,WFC
TSI - 2015,WFC - 2016,0.90563223864508,2015,2016,TSI,WFC
TSI - 2016,WFC - 2016,0.89621408847528,2016,2016,TSI,WFC
TSI - 2017,WFC - 2016,0.8937869407126,2017,2016,TSI,WFC
TSI - 2018,WFC - 2016,0.87076954718164,2018,2016,TSI,WFC
TSI - 2019,WFC - 2016,0.87933299427111,2019,2016,TSI,WFC
TSI - 2020,WFC - 2016,0.85914837124482,2020,2016,TSI,WFC
TSI - 2021,WFC - 2016,0.85453094164944,2021,2016,TSI,WFC
USB - 2015,WFC - 2016,0.84717094958517,2015,2016,USB,WFC
USB - 2016,WFC - 2016,0.84564558380849,2016,2016,USB,WFC
USB - 2017,WFC - 2016,0.85060767345836,2017,2016,USB,WFC
USB - 2018,WFC - 2016,0.82247172949576,2018,2016,USB,WFC
USB - 2019,WFC - 2016,0.7963104211891,2019,2016,USB,WFC
USB - 2020,WFC - 2016,0.77757615088434,2020,2016,USB,WFC
USB - 2021,WFC - 2016,0.81127487073227,2021,2016,USB,WFC
WFC - 2015,WFC - 2016,0.99164834595378,2015,2016,WFC,WFC
ADS - 2016,WFC - 2017,0.63209408692643,2016,2017,ADS,WFC
ADS - 2017,WFC - 2017,0.92936721173625,2017,2017,ADS,WFC
ADS - 2018,WFC - 2017,0.92116415609992,2018,2017,ADS,WFC
ADS - 2019,WFC - 2017,0.91321238918803,2019,2017,ADS,WFC
ADS - 2020,WFC - 2017,0.89215366487832,2020,2017,ADS,WFC
ADS - 2021,WFC - 2017,0.88966593998409,2021,2017,ADS,WFC
AES - 2015,WFC - 2017,0.83700874482239,2015,2017,AES,WFC
AES - 2016,WFC - 2017,0.83643686289168,2016,2017,AES,WFC
AES - 2017,WFC - 2017,0.86079544692569,2017,2017,AES,WFC
AES - 2018,WFC - 2017,0.85251668196627,2018,2017,AES,WFC
AES - 2019,WFC - 2017,0.83201260669765,2019,2017,AES,WFC
AES - 2020,WFC - 2017,0.81221751698353,2020,2017,AES,WFC
AES - 2021,WFC - 2017,0.83103445684558,2021,2017,AES,WFC
ALLY - 2015,WFC - 2017,0.69428348525255,2015,2017,ALLY,WFC
ALLY - 2016,WFC - 2017,0.7680851416684,2016,2017,ALLY,WFC
ALLY - 2017,WFC - 2017,0.90738961165181,2017,2017,ALLY,WFC
ALLY - 2018,WFC - 2017,0.88363094814045,2018,2017,ALLY,WFC
ALLY - 2019,WFC - 2017,0.8752432650205,2019,2017,ALLY,WFC
ALLY - 2020,WFC - 2017,0.86643959764261,2020,2017,ALLY,WFC
ALLY - 2021,WFC - 2017,0.8799908959262,2021,2017,ALLY,WFC
AXP - 2015,WFC - 2017,0.88945729166793,2015,2017,AXP,WFC
AXP - 2016,WFC - 2017,0.74467700821397,2016,2017,AXP,WFC
AXP - 2017,WFC - 2017,0.90404320009907,2017,2017,AXP,WFC
AXP - 2018,WFC - 2017,0.86791319988526,2018,2017,AXP,WFC
AXP - 2019,WFC - 2017,0.85910615662132,2019,2017,AXP,WFC
AXP - 2020,WFC - 2017,0.87681404335638,2020,2017,AXP,WFC
AXP - 2021,WFC - 2017,0.87938490462052,2021,2017,AXP,WFC
BAC - 2015,WFC - 2017,0.89807777795729,2015,2017,BAC,WFC
BAC - 2016,WFC - 2017,0.88880205569478,2016,2017,BAC,WFC
BAC - 2017,WFC - 2017,0.92412783488859,2017,2017,BAC,WFC
BAC - 2018,WFC - 2017,0.8896726976091,2018,2017,BAC,WFC
BAC - 2019,WFC - 2017,0.89020706402939,2019,2017,BAC,WFC
BAC - 2020,WFC - 2017,0.88606019441884,2020,2017,BAC,WFC
BAC - 2021,WFC - 2017,0.89931444883066,2021,2017,BAC,WFC
C - 2015,WFC - 2017,0.89140607703051,2015,2017,C,WFC
C - 2016,WFC - 2017,0.90614403932146,2016,2017,C,WFC
C - 2017,WFC - 2017,0.92806473525588,2017,2017,C,WFC
C - 2018,WFC - 2017,0.89692040698791,2018,2017,C,WFC
C - 2019,WFC - 2017,0.89228368570955,2019,2017,C,WFC
C - 2020,WFC - 2017,0.88389663933371,2020,2017,C,WFC
C - 2021,WFC - 2017,0.90145572784257,2021,2017,C,WFC
COF - 2015,WFC - 2017,0.89970234421559,2015,2017,COF,WFC
COF - 2016,WFC - 2017,0.88010932484407,2016,2017,COF,WFC
COF - 2017,WFC - 2017,0.90730094141849,2017,2017,COF,WFC
COF - 2018,WFC - 2017,0.87662721778173,2018,2017,COF,WFC
COF - 2019,WFC - 2017,0.86364268248922,2019,2017,COF,WFC
COF - 2020,WFC - 2017,0.85553143503058,2020,2017,COF,WFC
COF - 2021,WFC - 2017,0.86351808403559,2021,2017,COF,WFC
DFS - 2015,WFC - 2017,0.86348838800604,2015,2017,DFS,WFC
DFS - 2016,WFC - 2017,0.83914599938412,2016,2017,DFS,WFC
DFS - 2017,WFC - 2017,0.91626927151462,2017,2017,DFS,WFC
DFS - 2018,WFC - 2017,0.88978867955623,2018,2017,DFS,WFC
DFS - 2019,WFC - 2017,0.87219820710696,2019,2017,DFS,WFC
DFS - 2020,WFC - 2017,0.88261917845112,2020,2017,DFS,WFC
DFS - 2021,WFC - 2017,0.88889429179489,2021,2017,DFS,WFC
ECPG - 2015,WFC - 2017,0.86630058035847,2015,2017,ECPG,WFC
ECPG - 2016,WFC - 2017,0.8615484289573,2016,2017,ECPG,WFC
ECPG - 2017,WFC - 2017,0.88120477653839,2017,2017,ECPG,WFC
ECPG - 2018,WFC - 2017,0.89844237152522,2018,2017,ECPG,WFC
ECPG - 2019,WFC - 2017,0.87261587719365,2019,2017,ECPG,WFC
ECPG - 2020,WFC - 2017,0.85796042356333,2020,2017,ECPG,WFC
ECPG - 2021,WFC - 2017,0.82577795441412,2021,2017,ECPG,WFC
EFX - 2015,WFC - 2017,0.73865420384259,2015,2017,EFX,WFC
EFX - 2016,WFC - 2017,0.78976680733488,2016,2017,EFX,WFC
EFX - 2017,WFC - 2017,0.88817093584108,2017,2017,EFX,WFC
EFX - 2018,WFC - 2017,0.889036776714,2018,2017,EFX,WFC
