document1,document2,cosine,year1,year2,company1,company2
ECPG - 2015,EXPGY - 2016,0.87169051035948,2015,2016,ECPG,EXPGY
ECPG - 2016,EXPGY - 2016,0.87119312177755,2016,2016,ECPG,EXPGY
ECPG - 2017,EXPGY - 2016,0.87241884941993,2017,2016,ECPG,EXPGY
ECPG - 2018,EXPGY - 2016,0.87402334364918,2018,2016,ECPG,EXPGY
ECPG - 2019,EXPGY - 2016,0.84894150581409,2019,2016,ECPG,EXPGY
ECPG - 2020,EXPGY - 2016,0.8521467289746,2020,2016,ECPG,EXPGY
ECPG - 2021,EXPGY - 2016,0.86492933043446,2021,2016,ECPG,EXPGY
EFX - 2015,EXPGY - 2016,0.82159374075252,2015,2016,EFX,EXPGY
EFX - 2016,EXPGY - 2016,0.87907419234622,2016,2016,EFX,EXPGY
EFX - 2017,EXPGY - 2016,0.88962413920519,2017,2016,EFX,EXPGY
EFX - 2018,EXPGY - 2016,0.88053236843215,2018,2016,EFX,EXPGY
EFX - 2019,EXPGY - 2016,0.886716642018,2019,2016,EFX,EXPGY
EFX - 2020,EXPGY - 2016,0.88966504884176,2020,2016,EFX,EXPGY
EFX - 2021,EXPGY - 2016,0.87547398310602,2021,2016,EFX,EXPGY
EXPGY - 2015,EXPGY - 2016,0.61601208781047,2015,2016,EXPGY,EXPGY
ADS - 2016,EXPGY - 2017,0.56399594473855,2016,2017,ADS,EXPGY
ADS - 2017,EXPGY - 2017,0.9391355560755,2017,2017,ADS,EXPGY
ADS - 2018,EXPGY - 2017,0.94393503667465,2018,2017,ADS,EXPGY
ADS - 2019,EXPGY - 2017,0.9101035077315,2019,2017,ADS,EXPGY
ADS - 2020,EXPGY - 2017,0.88547620825001,2020,2017,ADS,EXPGY
ADS - 2021,EXPGY - 2017,0.90431530546141,2021,2017,ADS,EXPGY
AES - 2015,EXPGY - 2017,0.83790071344673,2015,2017,AES,EXPGY
AES - 2016,EXPGY - 2017,0.82467597656838,2016,2017,AES,EXPGY
AES - 2017,EXPGY - 2017,0.85511061999685,2017,2017,AES,EXPGY
AES - 2018,EXPGY - 2017,0.85844466673903,2018,2017,AES,EXPGY
AES - 2019,EXPGY - 2017,0.82231593097515,2019,2017,AES,EXPGY
AES - 2020,EXPGY - 2017,0.80323255903709,2020,2017,AES,EXPGY
AES - 2021,EXPGY - 2017,0.85112408213749,2021,2017,AES,EXPGY
ALLY - 2015,EXPGY - 2017,0.66447805010119,2015,2017,ALLY,EXPGY
ALLY - 2016,EXPGY - 2017,0.75850851727116,2016,2017,ALLY,EXPGY
ALLY - 2017,EXPGY - 2017,0.94321772990124,2017,2017,ALLY,EXPGY
ALLY - 2018,EXPGY - 2017,0.89316736764696,2018,2017,ALLY,EXPGY
ALLY - 2019,EXPGY - 2017,0.87719874270909,2019,2017,ALLY,EXPGY
ALLY - 2020,EXPGY - 2017,0.86527499712172,2020,2017,ALLY,EXPGY
ALLY - 2021,EXPGY - 2017,0.91383250514206,2021,2017,ALLY,EXPGY
AXP - 2015,EXPGY - 2017,0.92564003224879,2015,2017,AXP,EXPGY
AXP - 2016,EXPGY - 2017,0.70945996993499,2016,2017,AXP,EXPGY
AXP - 2017,EXPGY - 2017,0.91020253033354,2017,2017,AXP,EXPGY
AXP - 2018,EXPGY - 2017,0.86078778874089,2018,2017,AXP,EXPGY
AXP - 2019,EXPGY - 2017,0.83949820078847,2019,2017,AXP,EXPGY
AXP - 2020,EXPGY - 2017,0.8640517733215,2020,2017,AXP,EXPGY
AXP - 2021,EXPGY - 2017,0.88145212534994,2021,2017,AXP,EXPGY
BAC - 2015,EXPGY - 2017,0.94329624518467,2015,2017,BAC,EXPGY
BAC - 2016,EXPGY - 2017,0.95262149151411,2016,2017,BAC,EXPGY
BAC - 2017,EXPGY - 2017,0.9132910160722,2017,2017,BAC,EXPGY
BAC - 2018,EXPGY - 2017,0.84810784359064,2018,2017,BAC,EXPGY
BAC - 2019,EXPGY - 2017,0.84773931383785,2019,2017,BAC,EXPGY
BAC - 2020,EXPGY - 2017,0.84286114156203,2020,2017,BAC,EXPGY
BAC - 2021,EXPGY - 2017,0.87390815796544,2021,2017,BAC,EXPGY
C - 2015,EXPGY - 2017,0.90317307677574,2015,2017,C,EXPGY
C - 2016,EXPGY - 2017,0.9375478132323,2016,2017,C,EXPGY
C - 2017,EXPGY - 2017,0.93163191225842,2017,2017,C,EXPGY
C - 2018,EXPGY - 2017,0.87619201156108,2018,2017,C,EXPGY
C - 2019,EXPGY - 2017,0.86987333436975,2019,2017,C,EXPGY
C - 2020,EXPGY - 2017,0.85832127524962,2020,2017,C,EXPGY
C - 2021,EXPGY - 2017,0.88586881096874,2021,2017,C,EXPGY
COF - 2015,EXPGY - 2017,0.92967347909152,2015,2017,COF,EXPGY
COF - 2016,EXPGY - 2017,0.92633699329935,2016,2017,COF,EXPGY
COF - 2017,EXPGY - 2017,0.91908108762463,2017,2017,COF,EXPGY
COF - 2018,EXPGY - 2017,0.87653358771969,2018,2017,COF,EXPGY
COF - 2019,EXPGY - 2017,0.85608588882676,2019,2017,COF,EXPGY
COF - 2020,EXPGY - 2017,0.84601675198075,2020,2017,COF,EXPGY
COF - 2021,EXPGY - 2017,0.88303897461948,2021,2017,COF,EXPGY
DFS - 2015,EXPGY - 2017,0.88116113404437,2015,2017,DFS,EXPGY
DFS - 2016,EXPGY - 2017,0.83291849205304,2016,2017,DFS,EXPGY
DFS - 2017,EXPGY - 2017,0.95040240285586,2017,2017,DFS,EXPGY
DFS - 2018,EXPGY - 2017,0.88961404765753,2018,2017,DFS,EXPGY
DFS - 2019,EXPGY - 2017,0.86957282949929,2019,2017,DFS,EXPGY
DFS - 2020,EXPGY - 2017,0.88471085772063,2020,2017,DFS,EXPGY
DFS - 2021,EXPGY - 2017,0.91703392090338,2021,2017,DFS,EXPGY
ECPG - 2015,EXPGY - 2017,0.91804790723522,2015,2017,ECPG,EXPGY
ECPG - 2016,EXPGY - 2017,0.91830607774458,2016,2017,ECPG,EXPGY
ECPG - 2017,EXPGY - 2017,0.93420032211384,2017,2017,ECPG,EXPGY
ECPG - 2018,EXPGY - 2017,0.96391232346902,2018,2017,ECPG,EXPGY
ECPG - 2019,EXPGY - 2017,0.91590704796776,2019,2017,ECPG,EXPGY
ECPG - 2020,EXPGY - 2017,0.90022574493792,2020,2017,ECPG,EXPGY
ECPG - 2021,EXPGY - 2017,0.89344806260517,2021,2017,ECPG,EXPGY
EFX - 2015,EXPGY - 2017,0.83349407890286,2015,2017,EFX,EXPGY
EFX - 2016,EXPGY - 2017,0.85476752939069,2016,2017,EFX,EXPGY
EFX - 2017,EXPGY - 2017,0.98595206553125,2017,2017,EFX,EXPGY
EFX - 2018,EXPGY - 2017,0.9846063147096,2018,2017,EFX,EXPGY
EFX - 2019,EXPGY - 2017,0.98222413576668,2019,2017,EFX,EXPGY
EFX - 2020,EXPGY - 2017,0.97914774467354,2020,2017,EFX,EXPGY
EFX - 2021,EXPGY - 2017,0.94338507330602,2021,2017,EFX,EXPGY
EXPGY - 2015,EXPGY - 2017,0.63123616531401,2015,2017,EXPGY,EXPGY
EXPGY - 2016,EXPGY - 2017,0.89878190717284,2016,2017,EXPGY,EXPGY
ADS - 2016,EXPGY - 2018,0.57510584199661,2016,2018,ADS,EXPGY
ADS - 2017,EXPGY - 2018,0.93419168284215,2017,2018,ADS,EXPGY
ADS - 2018,EXPGY - 2018,0.95483888638167,2018,2018,ADS,EXPGY
ADS - 2019,EXPGY - 2018,0.92637661142122,2019,2018,ADS,EXPGY
ADS - 2020,EXPGY - 2018,0.90721908960808,2020,2018,ADS,EXPGY
ADS - 2021,EXPGY - 2018,0.92752896032871,2021,2018,ADS,EXPGY
AES - 2015,EXPGY - 2018,0.82886821817407,2015,2018,AES,EXPGY
AES - 2016,EXPGY - 2018,0.81672250669594,2016,2018,AES,EXPGY
AES - 2017,EXPGY - 2018,0.86148523237027,2017,2018,AES,EXPGY
AES - 2018,EXPGY - 2018,0.87887434711091,2018,2018,AES,EXPGY
AES - 2019,EXPGY - 2018,0.84601417544539,2019,2018,AES,EXPGY
AES - 2020,EXPGY - 2018,0.83201991083589,2020,2018,AES,EXPGY
AES - 2021,EXPGY - 2018,0.87784917622971,2021,2018,AES,EXPGY
ALLY - 2015,EXPGY - 2018,0.65360394367351,2015,2018,ALLY,EXPGY
ALLY - 2016,EXPGY - 2018,0.74620237977687,2016,2018,ALLY,EXPGY
ALLY - 2017,EXPGY - 2018,0.94208057862016,2017,2018,ALLY,EXPGY
ALLY - 2018,EXPGY - 2018,0.91565358250006,2018,2018,ALLY,EXPGY
ALLY - 2019,EXPGY - 2018,0.89906125683847,2019,2018,ALLY,EXPGY
ALLY - 2020,EXPGY - 2018,0.8879825922472,2020,2018,ALLY,EXPGY
ALLY - 2021,EXPGY - 2018,0.93202203321442,2021,2018,ALLY,EXPGY
AXP - 2015,EXPGY - 2018,0.90633286128302,2015,2018,AXP,EXPGY
AXP - 2016,EXPGY - 2018,0.70077108638136,2016,2018,AXP,EXPGY
AXP - 2017,EXPGY - 2018,0.90783702077132,2017,2018,AXP,EXPGY
AXP - 2018,EXPGY - 2018,0.8827747420594,2018,2018,AXP,EXPGY
AXP - 2019,EXPGY - 2018,0.85808671925695,2019,2018,AXP,EXPGY
AXP - 2020,EXPGY - 2018,0.88206572149494,2020,2018,AXP,EXPGY
AXP - 2021,EXPGY - 2018,0.89798042680612,2021,2018,AXP,EXPGY
BAC - 2015,EXPGY - 2018,0.92934231187727,2015,2018,BAC,EXPGY
BAC - 2016,EXPGY - 2018,0.9304275051161,2016,2018,BAC,EXPGY
BAC - 2017,EXPGY - 2018,0.90868826745799,2017,2018,BAC,EXPGY
BAC - 2018,EXPGY - 2018,0.87140191065358,2018,2018,BAC,EXPGY
BAC - 2019,EXPGY - 2018,0.8690979993085,2019,2018,BAC,EXPGY
BAC - 2020,EXPGY - 2018,0.86381213352603,2020,2018,BAC,EXPGY
BAC - 2021,EXPGY - 2018,0.89005258989747,2021,2018,BAC,EXPGY
C - 2015,EXPGY - 2018,0.88810076290869,2015,2018,C,EXPGY
C - 2016,EXPGY - 2018,0.92656825628862,2016,2018,C,EXPGY
C - 2017,EXPGY - 2018,0.92989790897764,2017,2018,C,EXPGY
C - 2018,EXPGY - 2018,0.90275989072018,2018,2018,C,EXPGY
C - 2019,EXPGY - 2018,0.89653955998115,2019,2018,C,EXPGY
C - 2020,EXPGY - 2018,0.88552183566878,2020,2018,C,EXPGY
C - 2021,EXPGY - 2018,0.90846678614398,2021,2018,C,EXPGY
COF - 2015,EXPGY - 2018,0.91998720538403,2015,2018,COF,EXPGY
COF - 2016,EXPGY - 2018,0.91020756483922,2016,2018,COF,EXPGY
COF - 2017,EXPGY - 2018,0.91733461988059,2017,2018,COF,EXPGY
COF - 2018,EXPGY - 2018,0.90022009453452,2018,2018,COF,EXPGY
COF - 2019,EXPGY - 2018,0.87971165319423,2019,2018,COF,EXPGY
COF - 2020,EXPGY - 2018,0.86992012471968,2020,2018,COF,EXPGY
COF - 2021,EXPGY - 2018,0.90394947555474,2021,2018,COF,EXPGY
DFS - 2015,EXPGY - 2018,0.86319702210858,2015,2018,DFS,EXPGY
DFS - 2016,EXPGY - 2018,0.82093271962224,2016,2018,DFS,EXPGY
DFS - 2017,EXPGY - 2018,0.94161274313223,2017,2018,DFS,EXPGY
DFS - 2018,EXPGY - 2018,0.90832642820652,2018,2018,DFS,EXPGY
DFS - 2019,EXPGY - 2018,0.89346479679903,2019,2018,DFS,EXPGY
DFS - 2020,EXPGY - 2018,0.90256776506547,2020,2018,DFS,EXPGY
DFS - 2021,EXPGY - 2018,0.93162928077559,2021,2018,DFS,EXPGY
ECPG - 2015,EXPGY - 2018,0.91114171796296,2015,2018,ECPG,EXPGY
ECPG - 2016,EXPGY - 2018,0.90866578556261,2016,2018,ECPG,EXPGY
ECPG - 2017,EXPGY - 2018,0.93570958977563,2017,2018,ECPG,EXPGY
ECPG - 2018,EXPGY - 2018,0.9666587061408,2018,2018,ECPG,EXPGY
ECPG - 2019,EXPGY - 2018,0.92802387375212,2019,2018,ECPG,EXPGY
ECPG - 2020,EXPGY - 2018,0.9154592656049,2020,2018,ECPG,EXPGY
ECPG - 2021,EXPGY - 2018,0.9056982425351,2021,2018,ECPG,EXPGY
EFX - 2015,EXPGY - 2018,0.84073537375242,2015,2018,EFX,EXPGY
EFX - 2016,EXPGY - 2018,0.84724047361569,2016,2018,EFX,EXPGY
EFX - 2017,EXPGY - 2018,0.9792337249145,2017,2018,EFX,EXPGY
EFX - 2018,EXPGY - 2018,0.99227516556314,2018,2018,EFX,EXPGY
EFX - 2019,EXPGY - 2018,0.98704848555206,2019,2018,EFX,EXPGY
EFX - 2020,EXPGY - 2018,0.9852022207965,2020,2018,EFX,EXPGY
EFX - 2021,EXPGY - 2018,0.95975334450428,2021,2018,EFX,EXPGY
EXPGY - 2015,EXPGY - 2018,0.656806554213,2015,2018,EXPGY,EXPGY
EXPGY - 2016,EXPGY - 2018,0.89211530194372,2016,2018,EXPGY,EXPGY
EXPGY - 2017,EXPGY - 2018,0.99223006110049,2017,2018,EXPGY,EXPGY
ADS - 2016,EXPGY - 2019,0.56819715310773,2016,2019,ADS,EXPGY
ADS - 2017,EXPGY - 2019,0.93052854826351,2017,2019,ADS,EXPGY
ADS - 2018,EXPGY - 2019,0.94406019610839,2018,2019,ADS,EXPGY
ADS - 2019,EXPGY - 2019,0.91797609784183,2019,2019,ADS,EXPGY
ADS - 2020,EXPGY - 2019,0.90131936398868,2020,2019,ADS,EXPGY
ADS - 2021,EXPGY - 2019,0.92828168345163,2021,2019,ADS,EXPGY
AES - 2015,EXPGY - 2019,0.82667353719096,2015,2019,AES,EXPGY
AES - 2016,EXPGY - 2019,0.81460054430821,2016,2019,AES,EXPGY
AES - 2017,EXPGY - 2019,0.84999784255252,2017,2019,AES,EXPGY
AES - 2018,EXPGY - 2019,0.8592628960575,2018,2019,AES,EXPGY
AES - 2019,EXPGY - 2019,0.82767851706522,2019,2019,AES,EXPGY
AES - 2020,EXPGY - 2019,0.8141157492469,2020,2019,AES,EXPGY
AES - 2021,EXPGY - 2019,0.86751684073106,2021,2019,AES,EXPGY
ALLY - 2015,EXPGY - 2019,0.6573809985187,2015,2019,ALLY,EXPGY
ALLY - 2016,EXPGY - 2019,0.74553640523062,2016,2019,ALLY,EXPGY
ALLY - 2017,EXPGY - 2019,0.93180626269741,2017,2019,ALLY,EXPGY
ALLY - 2018,EXPGY - 2019,0.89920906784807,2018,2019,ALLY,EXPGY
ALLY - 2019,EXPGY - 2019,0.88752721187488,2019,2019,ALLY,EXPGY
ALLY - 2020,EXPGY - 2019,0.87731811473701,2020,2019,ALLY,EXPGY
ALLY - 2021,EXPGY - 2019,0.9306713678626,2021,2019,ALLY,EXPGY
AXP - 2015,EXPGY - 2019,0.9064322698295,2015,2019,AXP,EXPGY
AXP - 2016,EXPGY - 2019,0.70582024440445,2016,2019,AXP,EXPGY
AXP - 2017,EXPGY - 2019,0.90250599406774,2017,2019,AXP,EXPGY
AXP - 2018,EXPGY - 2019,0.86690600910832,2018,2019,AXP,EXPGY
AXP - 2019,EXPGY - 2019,0.84880288100312,2019,2019,AXP,EXPGY
AXP - 2020,EXPGY - 2019,0.87367743286894,2020,2019,AXP,EXPGY
AXP - 2021,EXPGY - 2019,0.89434960847216,2021,2019,AXP,EXPGY
BAC - 2015,EXPGY - 2019,0.92772080745934,2015,2019,BAC,EXPGY
BAC - 2016,EXPGY - 2019,0.92994317330798,2016,2019,BAC,EXPGY
BAC - 2017,EXPGY - 2019,0.90662619535398,2017,2019,BAC,EXPGY
BAC - 2018,EXPGY - 2019,0.86013961790958,2018,2019,BAC,EXPGY
BAC - 2019,EXPGY - 2019,0.85976952417602,2019,2019,BAC,EXPGY
BAC - 2020,EXPGY - 2019,0.85589078765762,2020,2019,BAC,EXPGY
BAC - 2021,EXPGY - 2019,0.88597112065304,2021,2019,BAC,EXPGY
C - 2015,EXPGY - 2019,0.88888052236834,2015,2019,C,EXPGY
C - 2016,EXPGY - 2019,0.93029056135359,2016,2019,C,EXPGY
C - 2017,EXPGY - 2019,0.92688113998372,2017,2019,C,EXPGY
C - 2018,EXPGY - 2019,0.88922030770881,2018,2019,C,EXPGY
C - 2019,EXPGY - 2019,0.88418197218306,2019,2019,C,EXPGY
C - 2020,EXPGY - 2019,0.8746885077972,2020,2019,C,EXPGY
C - 2021,EXPGY - 2019,0.90274633758867,2021,2019,C,EXPGY
COF - 2015,EXPGY - 2019,0.92151577366776,2015,2019,COF,EXPGY
COF - 2016,EXPGY - 2019,0.9139967732763,2016,2019,COF,EXPGY
COF - 2017,EXPGY - 2019,0.91697635319588,2017,2019,COF,EXPGY
COF - 2018,EXPGY - 2019,0.88965644582758,2018,2019,COF,EXPGY
COF - 2019,EXPGY - 2019,0.87159968733213,2019,2019,COF,EXPGY
COF - 2020,EXPGY - 2019,0.86336001308111,2020,2019,COF,EXPGY
COF - 2021,EXPGY - 2019,0.90847277682306,2021,2019,COF,EXPGY
DFS - 2015,EXPGY - 2019,0.86082058815503,2015,2019,DFS,EXPGY
DFS - 2016,EXPGY - 2019,0.82076368351254,2016,2019,DFS,EXPGY
DFS - 2017,EXPGY - 2019,0.93636604190544,2017,2019,DFS,EXPGY
DFS - 2018,EXPGY - 2019,0.89747398430014,2018,2019,DFS,EXPGY
DFS - 2019,EXPGY - 2019,0.88312003062559,2019,2019,DFS,EXPGY
DFS - 2020,EXPGY - 2019,0.89763572303162,2020,2019,DFS,EXPGY
DFS - 2021,EXPGY - 2019,0.93232688105678,2021,2019,DFS,EXPGY
ECPG - 2015,EXPGY - 2019,0.91637948628013,2015,2019,ECPG,EXPGY
ECPG - 2016,EXPGY - 2019,0.91625623629501,2016,2019,ECPG,EXPGY
ECPG - 2017,EXPGY - 2019,0.93723183582941,2017,2019,ECPG,EXPGY
ECPG - 2018,EXPGY - 2019,0.96286156358642,2018,2019,ECPG,EXPGY
ECPG - 2019,EXPGY - 2019,0.92485816947627,2019,2019,ECPG,EXPGY
ECPG - 2020,EXPGY - 2019,0.91778907049066,2020,2019,ECPG,EXPGY
ECPG - 2021,EXPGY - 2019,0.91641155403513,2021,2019,ECPG,EXPGY
EFX - 2015,EXPGY - 2019,0.84947929740155,2015,2019,EFX,EXPGY
EFX - 2016,EXPGY - 2019,0.85270593810105,2016,2019,EFX,EXPGY
EFX - 2017,EXPGY - 2019,0.98000333586282,2017,2019,EFX,EXPGY
EFX - 2018,EXPGY - 2019,0.98810112900471,2018,2019,EFX,EXPGY
EFX - 2019,EXPGY - 2019,0.99336370160221,2019,2019,EFX,EXPGY
EFX - 2020,EXPGY - 2019,0.99143696724938,2020,2019,EFX,EXPGY
EFX - 2021,EXPGY - 2019,0.96740859240643,2021,2019,EFX,EXPGY
EXPGY - 2015,EXPGY - 2019,0.65753405777147,2015,2019,EXPGY,EXPGY
EXPGY - 2016,EXPGY - 2019,0.89777239069051,2016,2019,EXPGY,EXPGY
EXPGY - 2017,EXPGY - 2019,0.99060023130707,2017,2019,EXPGY,EXPGY
EXPGY - 2018,EXPGY - 2019,0.99561218118551,2018,2019,EXPGY,EXPGY
ADS - 2016,EXPGY - 2020,0.56782804726953,2016,2020,ADS,EXPGY
ADS - 2017,EXPGY - 2020,0.92858255847478,2017,2020,ADS,EXPGY
ADS - 2018,EXPGY - 2020,0.94222508282915,2018,2020,ADS,EXPGY
ADS - 2019,EXPGY - 2020,0.91997063616107,2019,2020,ADS,EXPGY
ADS - 2020,EXPGY - 2020,0.90872968788549,2020,2020,ADS,EXPGY
ADS - 2021,EXPGY - 2020,0.93837407258029,2021,2020,ADS,EXPGY
AES - 2015,EXPGY - 2020,0.82104056317043,2015,2020,AES,EXPGY
AES - 2016,EXPGY - 2020,0.80901085813425,2016,2020,AES,EXPGY
AES - 2017,EXPGY - 2020,0.84332178179211,2017,2020,AES,EXPGY
AES - 2018,EXPGY - 2020,0.85159966680777,2018,2020,AES,EXPGY
AES - 2019,EXPGY - 2020,0.82149976885911,2019,2020,AES,EXPGY
AES - 2020,EXPGY - 2020,0.81143908920152,2020,2020,AES,EXPGY
AES - 2021,EXPGY - 2020,0.86423150454963,2021,2020,AES,EXPGY
ALLY - 2015,EXPGY - 2020,0.65375776019568,2015,2020,ALLY,EXPGY
ALLY - 2016,EXPGY - 2020,0.74035208276325,2016,2020,ALLY,EXPGY
ALLY - 2017,EXPGY - 2020,0.92332505710489,2017,2020,ALLY,EXPGY
ALLY - 2018,EXPGY - 2020,0.89528092260339,2018,2020,ALLY,EXPGY
ALLY - 2019,EXPGY - 2020,0.88624445931982,2019,2020,ALLY,EXPGY
ALLY - 2020,EXPGY - 2020,0.8785922773502,2020,2020,ALLY,EXPGY
ALLY - 2021,EXPGY - 2020,0.93347127328901,2021,2020,ALLY,EXPGY
AXP - 2015,EXPGY - 2020,0.89779096025934,2015,2020,AXP,EXPGY
AXP - 2016,EXPGY - 2020,0.70755997469651,2016,2020,AXP,EXPGY
AXP - 2017,EXPGY - 2020,0.90045971768585,2017,2020,AXP,EXPGY
AXP - 2018,EXPGY - 2020,0.86570742514131,2018,2020,AXP,EXPGY
AXP - 2019,EXPGY - 2020,0.85069685201132,2019,2020,AXP,EXPGY
AXP - 2020,EXPGY - 2020,0.87720035657631,2020,2020,AXP,EXPGY
AXP - 2021,EXPGY - 2020,0.89878737052255,2021,2020,AXP,EXPGY
BAC - 2015,EXPGY - 2020,0.91858597133815,2015,2020,BAC,EXPGY
BAC - 2016,EXPGY - 2020,0.91734371259856,2016,2020,BAC,EXPGY
BAC - 2017,EXPGY - 2020,0.90452011231136,2017,2020,BAC,EXPGY
BAC - 2018,EXPGY - 2020,0.86318171579624,2018,2020,BAC,EXPGY
BAC - 2019,EXPGY - 2020,0.8624780586854,2019,2020,BAC,EXPGY
BAC - 2020,EXPGY - 2020,0.86131712265304,2020,2020,BAC,EXPGY
BAC - 2021,EXPGY - 2020,0.88989521839261,2021,2020,BAC,EXPGY
C - 2015,EXPGY - 2020,0.88325114367148,2015,2020,C,EXPGY
C - 2016,EXPGY - 2020,0.92846871877106,2016,2020,C,EXPGY
C - 2017,EXPGY - 2020,0.92681652493877,2017,2020,C,EXPGY
C - 2018,EXPGY - 2020,0.89367833188443,2018,2020,C,EXPGY
C - 2019,EXPGY - 2020,0.88897523430617,2019,2020,C,EXPGY
C - 2020,EXPGY - 2020,0.88285121770691,2020,2020,C,EXPGY
C - 2021,EXPGY - 2020,0.9105503632517,2021,2020,C,EXPGY
COF - 2015,EXPGY - 2020,0.91871381385715,2015,2020,COF,EXPGY
COF - 2016,EXPGY - 2020,0.90964596329606,2016,2020,COF,EXPGY
COF - 2017,EXPGY - 2020,0.91742879333824,2017,2020,COF,EXPGY
COF - 2018,EXPGY - 2020,0.89265278982588,2018,2020,COF,EXPGY
COF - 2019,EXPGY - 2020,0.875990502391,2019,2020,COF,EXPGY
COF - 2020,EXPGY - 2020,0.87063966516286,2020,2020,COF,EXPGY
COF - 2021,EXPGY - 2020,0.9173911635174,2021,2020,COF,EXPGY
DFS - 2015,EXPGY - 2020,0.85006958467134,2015,2020,DFS,EXPGY
DFS - 2016,EXPGY - 2020,0.81515495349537,2016,2020,DFS,EXPGY
DFS - 2017,EXPGY - 2020,0.92879800444614,2017,2020,DFS,EXPGY
DFS - 2018,EXPGY - 2020,0.89739126962335,2018,2020,DFS,EXPGY
DFS - 2019,EXPGY - 2020,0.88631711469675,2019,2020,DFS,EXPGY
DFS - 2020,EXPGY - 2020,0.90292111006433,2020,2020,DFS,EXPGY
DFS - 2021,EXPGY - 2020,0.9371939662827,2021,2020,DFS,EXPGY
ECPG - 2015,EXPGY - 2020,0.91721244760001,2015,2020,ECPG,EXPGY
ECPG - 2016,EXPGY - 2020,0.91678721249526,2016,2020,ECPG,EXPGY
ECPG - 2017,EXPGY - 2020,0.93747491290074,2017,2020,ECPG,EXPGY
ECPG - 2018,EXPGY - 2020,0.95883513973534,2018,2020,ECPG,EXPGY
ECPG - 2019,EXPGY - 2020,0.92529771001653,2019,2020,ECPG,EXPGY
ECPG - 2020,EXPGY - 2020,0.92444536937495,2020,2020,ECPG,EXPGY
ECPG - 2021,EXPGY - 2020,0.92501693649095,2021,2020,ECPG,EXPGY
EFX - 2015,EXPGY - 2020,0.85678110774487,2015,2020,EFX,EXPGY
EFX - 2016,EXPGY - 2020,0.85468759885464,2016,2020,EFX,EXPGY
EFX - 2017,EXPGY - 2020,0.97581290009766,2017,2020,EFX,EXPGY
EFX - 2018,EXPGY - 2020,0.98455797066929,2018,2020,EFX,EXPGY
EFX - 2019,EXPGY - 2020,0.99060209793516,2019,2020,EFX,EXPGY
EFX - 2020,EXPGY - 2020,0.99589637922237,2020,2020,EFX,EXPGY
EFX - 2021,EXPGY - 2020,0.97738320674407,2021,2020,EFX,EXPGY
EXPGY - 2015,EXPGY - 2020,0.65992511800503,2015,2020,EXPGY,EXPGY
EXPGY - 2016,EXPGY - 2020,0.89823312562234,2016,2020,EXPGY,EXPGY
EXPGY - 2017,EXPGY - 2020,0.98368964276751,2017,2020,EXPGY,EXPGY
EXPGY - 2018,EXPGY - 2020,0.99077282945417,2018,2020,EXPGY,EXPGY
EXPGY - 2019,EXPGY - 2020,0.99599752568581,2019,2020,EXPGY,EXPGY
ADS - 2016,EXPGY - 2021,0.57771723553443,2016,2021,ADS,EXPGY
ADS - 2017,EXPGY - 2021,0.92888747623578,2017,2021,ADS,EXPGY
ADS - 2018,EXPGY - 2021,0.9464571832623,2018,2021,ADS,EXPGY
ADS - 2019,EXPGY - 2021,0.92463621278817,2019,2021,ADS,EXPGY
ADS - 2020,EXPGY - 2021,0.91440618323204,2020,2021,ADS,EXPGY
ADS - 2021,EXPGY - 2021,0.94118835865001,2021,2021,ADS,EXPGY
AES - 2015,EXPGY - 2021,0.82495131169409,2015,2021,AES,EXPGY
AES - 2016,EXPGY - 2021,0.81369849856288,2016,2021,AES,EXPGY
AES - 2017,EXPGY - 2021,0.85049944973488,2017,2021,AES,EXPGY
AES - 2018,EXPGY - 2021,0.86216348809106,2018,2021,AES,EXPGY
AES - 2019,EXPGY - 2021,0.83378360023064,2019,2021,AES,EXPGY
AES - 2020,EXPGY - 2021,0.82407380730828,2020,2021,AES,EXPGY
AES - 2021,EXPGY - 2021,0.87333428712694,2021,2021,AES,EXPGY
ALLY - 2015,EXPGY - 2021,0.65872874214227,2015,2021,ALLY,EXPGY
ALLY - 2016,EXPGY - 2021,0.74541797015721,2016,2021,ALLY,EXPGY
ALLY - 2017,EXPGY - 2021,0.92706093143043,2017,2021,ALLY,EXPGY
ALLY - 2018,EXPGY - 2021,0.90441041548484,2018,2021,ALLY,EXPGY
ALLY - 2019,EXPGY - 2021,0.8940799681144,2019,2021,ALLY,EXPGY
ALLY - 2020,EXPGY - 2021,0.88794711835699,2020,2021,ALLY,EXPGY
ALLY - 2021,EXPGY - 2021,0.93718425341493,2021,2021,ALLY,EXPGY
AXP - 2015,EXPGY - 2021,0.89675526340517,2015,2021,AXP,EXPGY
AXP - 2016,EXPGY - 2021,0.70997582871667,2016,2021,AXP,EXPGY
AXP - 2017,EXPGY - 2021,0.89751764892506,2017,2021,AXP,EXPGY
AXP - 2018,EXPGY - 2021,0.8707693823679,2018,2021,AXP,EXPGY
AXP - 2019,EXPGY - 2021,0.85440787843564,2019,2021,AXP,EXPGY
AXP - 2020,EXPGY - 2021,0.88072267930034,2020,2021,AXP,EXPGY
AXP - 2021,EXPGY - 2021,0.90042876294642,2021,2021,AXP,EXPGY
BAC - 2015,EXPGY - 2021,0.9175953611794,2015,2021,BAC,EXPGY
